model,tier,qid,split,verbal_raw,correct,behavioral_raw,n_clusters,n_valid,internal_raw,best_layer_pct,verbal_cal,behavioral_cal,internal_cal,family,params_b,canonical_format
qwen2.5-7b-instruct,C3,C3-1813,train,0.07692307692307693,0,0.6100271266460849,3.0,10.0,0.6253437995910645,25.0,0.13474257217968985,0.13333333333333333,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10646,test,0.14534883720930233,0,2.220446049250313e-16,10.0,10.0,0.0029698321595788,25.0,0.13574250452841516,0.0,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-3877,train,0.14534883720930233,0,0.30102999566398125,6.0,10.0,0.10772112756967545,25.0,0.13574250452841516,0.044444444444444446,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-9178,train,0.14534883720930233,0,0.5270967493629826,4.0,10.0,0.12431688606739044,25.0,0.13574250452841516,0.07692307692307693,0.12653905961717654,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-4174,train,0.14534883720930233,0,0.4096910013008057,5.0,10.0,0.0023176453541964293,25.0,0.13574250452841516,0.07692307692307693,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-3573,train,0.14534883720930233,0,0.12041199826559246,8.0,10.0,0.09254039078950882,25.0,0.13574250452841516,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-4960,calibration,0.14534883720930233,0,0.20334237554869516,7.0,10.0,0.1593644917011261,25.0,0.13574250452841516,0.02564102564102564,0.15384615384615385,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-6595,train,0.14534883720930233,0,0.12041199826559246,8.0,10.0,0.013395685702562332,25.0,0.13574250452841516,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-7917,train,0.14534883720930233,0,0.5903089986991944,3.0,10.0,0.008311673998832703,25.0,0.13574250452841516,0.13333333333333333,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-6216,train,0.14534883720930233,0,0.6989700043360189,2.0,10.0,0.9189483523368835,25.0,0.13574250452841516,0.3333333333333333,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-6763,train,0.14534883720930233,0,0.38396037294708374,5.0,10.0,0.022213250398635864,25.0,0.13574250452841516,0.044444444444444446,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-4984,test,0.07692307692307693,0,0.3494850021680095,6.0,10.0,0.0018511860398575664,25.0,0.13474257217968985,0.044444444444444446,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-2511,train,0.07692307692307693,0,0.4668907502301862,5.0,10.0,0.014032295905053616,25.0,0.13474257217968985,0.07692307692307693,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-8663,train,0.14534883720930233,0,0.4668907502301862,5.0,10.0,0.03817495331168175,25.0,0.13574250452841516,0.07692307692307693,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-9552,calibration,0.07692307692307693,0,0.3494850021680095,6.0,10.0,0.1460580676794052,25.0,0.13474257217968985,0.044444444444444446,0.15384615384615385,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-434,calibration,0.14534883720930233,0,0.14313637641589882,8.0,10.0,0.003080836497247219,25.0,0.13574250452841516,0.02564102564102564,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-4304,train,0.14534883720930233,0,0.20334237554869516,7.0,10.0,0.040028855204582214,25.0,0.13574250452841516,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-7581,train,0.14534883720930233,0,0.4668907502301862,5.0,10.0,0.02210412546992302,25.0,0.13574250452841516,0.07692307692307693,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-2928,test,0.14534883720930233,0,0.7826779887263511,2.0,10.0,0.0016051663551479578,25.0,0.13574250452841516,0.3333333333333333,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-11615,train,0.07692307692307693,0,0.4926213785839082,4.0,10.0,0.0023135957308113575,25.0,0.13474257217968985,0.07692307692307693,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-11025,train,0.14534883720930233,1,0.20334237554869516,7.0,10.0,0.05033014342188835,25.0,0.13574250452841516,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-3789,train,0.14534883720930233,0,0.5270967493629826,4.0,10.0,0.7326303720474243,25.0,0.13574250452841516,0.07692307692307693,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-8754,test,0.135678391959799,0,0.30102999566398125,6.0,10.0,0.04828033223748207,25.0,0.13560080794107238,0.044444444444444446,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-1625,train,0.14534883720930233,0,0.7347050044258785,2.0,10.0,0.9682332277297974,25.0,0.13574250452841516,0.3333333333333333,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10175,calibration,0.14534883720930233,0,0.24082399653118503,7.0,10.0,0.44788917899131775,25.0,0.13574250452841516,0.02564102564102564,0.21052631578947367,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-5393,train,0.14534883720930233,0,0.21030991785715247,6.0,9.0,0.00012802174023818225,25.0,0.13574250452841516,0.02564102564102564,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-4519,calibration,0.07692307692307693,0,2.220446049250313e-16,10.0,10.0,0.00027636755839921534,25.0,0.13474257217968985,0.0,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-5523,test,0.14534883720930233,0,0.2635483746814913,6.0,10.0,0.8482949137687683,25.0,0.13574250452841516,0.044444444444444446,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-2725,calibration,0.14534883720930233,0,0.46989700043360183,4.0,10.0,0.09084772318601608,25.0,0.13574250452841516,0.07692307692307693,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10018,train,0.14534883720930233,0,0.46989700043360194,4.0,10.0,0.0005561736761592329,25.0,0.13574250452841516,0.07692307692307693,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-7331,train,0.07692307692307693,0,0.14313637641589882,8.0,10.0,0.021423686295747757,25.0,0.13474257217968985,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-5172,train,0.07692307692307693,0,0.30102999566398136,6.0,10.0,0.00644476804882288,25.0,0.13474257217968985,0.044444444444444446,0.06666666666666667,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-9298,calibration,0.14534883720930233,0,0.06020599913279623,9.0,10.0,0.3516448140144348,25.0,0.13574250452841516,0.0,0.21052631578947367,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10212,train,0.14534883720930233,0,0.6100271266460849,3.0,10.0,0.009256338700652122,25.0,0.13574250452841516,0.13333333333333333,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-1936,train,0.14534883720930233,0,0.3464787519645939,5.0,10.0,0.06632920354604721,25.0,0.13574250452841516,0.044444444444444446,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10732,test,0.14534883720930233,1,1.0,1.0,10.0,0.1581733673810959,25.0,0.13574250452841516,0.55,0.15384615384615385,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-11809,train,0.14534883720930233,1,0.8588182584953924,2.0,10.0,0.721590518951416,25.0,0.13574250452841516,0.4444444444444444,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-9756,train,0.14534883720930233,0,0.651774627142776,3.0,10.0,0.0009182915673591197,25.0,0.13574250452841516,0.13333333333333333,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-8149,test,0.14534883720930233,0,0.06020599913279623,9.0,10.0,0.008577298372983932,25.0,0.13574250452841516,0.0,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-7173,test,0.14534883720930233,0,0.44416637207987997,4.0,10.0,0.0493890643119812,25.0,0.13574250452841516,0.07692307692307693,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10666,calibration,0.14534883720930233,0,0.20334237554869516,7.0,10.0,0.2624484896659851,25.0,0.13574250452841516,0.02564102564102564,0.21052631578947367,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10141,train,0.14534883720930233,0,1.0,1.0,10.0,0.8924326300621033,25.0,0.13574250452841516,0.55,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10231,calibration,0.14534883720930233,0,0.4926213785839082,4.0,10.0,0.007181943394243717,25.0,0.13574250452841516,0.07692307692307693,0.06666666666666667,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-12233,calibration,0.14534883720930233,0,0.38396037294708374,5.0,10.0,0.002022491069510579,25.0,0.13574250452841516,0.044444444444444446,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-2381,calibration,0.14534883720930233,0,0.2635483746814913,6.0,10.0,0.011556591838598251,25.0,0.13574250452841516,0.044444444444444446,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-25,train,0.14534883720930233,0,0.6989700043360189,2.0,10.0,0.05014524981379509,25.0,0.13574250452841516,0.3333333333333333,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-183,train,0.14534883720930233,0,0.651774627142776,3.0,10.0,0.8323130011558533,25.0,0.13574250452841516,0.13333333333333333,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-5978,calibration,0.14534883720930233,0,0.5915686280099798,4.0,10.0,0.012342248111963272,25.0,0.13574250452841516,0.13333333333333333,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-11576,train,0.14534883720930233,1,1.0,1.0,10.0,0.8269072771072388,25.0,0.13574250452841516,0.55,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-6409,train,0.14534883720930233,0,0.5903089986991945,3.0,10.0,0.13016143441200256,25.0,0.13574250452841516,0.13333333333333333,0.1399503143730207,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-11386,calibration,0.14534883720930233,0,0.6100271266460849,3.0,10.0,0.24952715635299683,25.0,0.13574250452841516,0.13333333333333333,0.21052631578947367,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-7253,test,0.14534883720930233,0,0.20334237554869516,7.0,10.0,0.20831118524074554,25.0,0.13574250452841516,0.02564102564102564,0.21052631578947367,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-11733,calibration,0.14534883720930233,0,0.14313637641589882,8.0,10.0,0.053984470665454865,25.0,0.13574250452841516,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-9026,train,0.14534883720930233,0,0.14313637641589882,8.0,10.0,0.00024760086671449244,25.0,0.13574250452841516,0.02564102564102564,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-5953,train,0.14534883720930233,0,0.06020599913279623,9.0,10.0,0.023953432217240334,25.0,0.13574250452841516,0.0,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10439,calibration,0.14534883720930233,0,0.30102999566398125,6.0,10.0,0.5597494840621948,25.0,0.13574250452841516,0.044444444444444446,0.21052631578947367,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-2093,calibration,0.14534883720930233,0,0.06020599913279623,9.0,10.0,0.0004945633700117469,25.0,0.13574250452841516,0.0,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-3385,train,0.14534883720930233,0,0.20334237554869505,7.0,10.0,0.0593997985124588,25.0,0.13574250452841516,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-9567,calibration,0.07692307692307693,0,0.06020599913279623,9.0,10.0,0.0017083787824958563,25.0,0.13474257217968985,0.0,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-6587,train,0.14534883720930233,0,0.2635483746814913,6.0,10.0,0.06361280381679535,25.0,0.13574250452841516,0.044444444444444446,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10530,train,0.14534883720930233,0,0.44416637207987997,4.0,10.0,0.006674464326351881,25.0,0.13574250452841516,0.07692307692307693,0.06666666666666667,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-11431,train,0.14534883720930233,0,0.3237543738142874,5.0,10.0,0.019322864711284637,25.0,0.13574250452841516,0.044444444444444446,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10114,calibration,0.14534883720930233,0,0.5915686280099798,4.0,10.0,0.003650059923529625,25.0,0.13574250452841516,0.13333333333333333,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-3787,calibration,0.14534883720930233,0,0.3494850021680095,6.0,10.0,0.05728354677557945,25.0,0.13574250452841516,0.044444444444444446,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-1811,train,0.07692307692307693,0,0.12041199826559246,8.0,10.0,0.005270292982459068,25.0,0.13474257217968985,0.02564102564102564,0.06666666666666667,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-2387,train,0.07692307692307693,0,0.1806179973983888,7.0,10.0,0.2069208174943924,25.0,0.13474257217968985,0.02564102564102564,0.21052631578947367,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-7635,train,0.14534883720930233,0,0.7077147467613711,2.0,10.0,0.030331986024975777,25.0,0.13574250452841516,0.3333333333333333,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-9817,train,0.07692307692307693,0,2.220446049250313e-16,10.0,10.0,0.08307017385959625,25.0,0.13474257217968985,0.0,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10221,train,0.14534883720930233,0,0.44416637207987997,4.0,10.0,0.001489748596213758,25.0,0.13574250452841516,0.07692307692307693,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-7370,train,0.14534883720930233,0,0.5903089986991945,3.0,10.0,0.1347741037607193,25.0,0.13574250452841516,0.13333333333333333,0.15053482494467876,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-8559,train,0.07692307692307693,1,0.12041199826559246,8.0,10.0,0.0684889405965805,25.0,0.13474257217968985,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-822,test,0.14534883720930233,1,0.8588182584953924,2.0,10.0,0.8909595012664795,25.0,0.13574250452841516,0.4444444444444444,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-7775,train,0.07692307692307693,0,0.7826779887263511,2.0,10.0,0.782479465007782,25.0,0.13474257217968985,0.3333333333333333,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-3770,test,0.14534883720930233,0,0.8588182584953924,2.0,10.0,0.054623257368803024,25.0,0.13574250452841516,0.4444444444444444,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-3088,train,0.07692307692307693,0,0.33333333333333326,5.0,9.0,0.8381789326667786,25.0,0.13474257217968985,0.044444444444444446,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10857,calibration,0.14534883720930233,0,0.12041199826559246,8.0,10.0,0.0547972247004509,25.0,0.13574250452841516,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-9957,train,0.14534883720930233,0,0.30102999566398136,6.0,10.0,0.0018803710117936134,25.0,0.13574250452841516,0.044444444444444446,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10918,test,0.14534883720930233,0,0.6100271266460849,3.0,10.0,1.3107065797157702e-06,25.0,0.13574250452841516,0.13333333333333333,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-1360,train,0.14534883720930233,0,0.8588182584953924,2.0,10.0,0.06394633650779724,25.0,0.13574250452841516,0.4444444444444444,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-11514,train,0.14534883720930233,0,0.651774627142776,3.0,10.0,0.060516852885484695,25.0,0.13574250452841516,0.13333333333333333,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-9969,train,,0,0.651774627142776,3.0,10.0,0.002814927604049444,25.0,,0.13333333333333333,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-5497,train,0.14534883720930233,1,0.5903089986991945,3.0,10.0,0.8677955269813538,25.0,0.13574250452841516,0.13333333333333333,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-9169,train,0.14534883720930233,0,0.20334237554869516,7.0,10.0,0.02103452757000923,25.0,0.13574250452841516,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-8053,calibration,0.14534883720930233,0,0.12041199826559246,8.0,10.0,0.0020401710644364357,25.0,0.13574250452841516,0.02564102564102564,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-8628,train,0.14534883720930233,0,0.8588182584953924,2.0,10.0,0.04969403147697449,25.0,0.13574250452841516,0.4444444444444444,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-6340,train,0.14534883720930233,1,0.4926213785839082,4.0,10.0,0.04590168967843056,25.0,0.13574250452841516,0.07692307692307693,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-3493,calibration,0.14534883720930233,0,0.28627275283179754,6.0,10.0,0.15304341912269592,25.0,0.13574250452841516,0.044444444444444446,0.15384615384615385,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-3255,train,0.14534883720930233,0,0.46989700043360183,4.0,10.0,0.1220131367444992,25.0,0.13574250452841516,0.07692307692307693,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-7671,train,0.14534883720930233,0,0.06020599913279623,9.0,10.0,0.02404704876244068,25.0,0.13574250452841516,0.0,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-5766,train,0.14534883720930233,0,0.34647875196459366,5.0,10.0,0.06798915565013885,25.0,0.13574250452841516,0.044444444444444446,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-3082,train,0.14534883720930233,0,0.4926213785839082,4.0,10.0,0.1040017157793045,25.0,0.13574250452841516,0.07692307692307693,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-3844,train,0.14534883720930233,0,0.24082399653118503,7.0,10.0,0.006228914484381676,25.0,0.13574250452841516,0.02564102564102564,0.06666666666666667,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-6061,train,0.14534883720930233,0,0.4214419939295737,4.0,10.0,0.0022167619317770004,25.0,0.13574250452841516,0.07692307692307693,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10423,calibration,0.14534883720930233,0,0.2635483746814913,6.0,10.0,0.04271761700510979,25.0,0.13574250452841516,0.044444444444444446,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10723,train,0.14534883720930233,1,0.8588182584953924,2.0,10.0,0.968632698059082,25.0,0.13574250452841516,0.4444444444444444,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-12242,calibration,0.14534883720930233,0,0.4096910013008057,5.0,10.0,0.5070397853851318,25.0,0.13574250452841516,0.07692307692307693,0.21052631578947367,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-8717,train,0.14534883720930233,0,0.2635483746814914,6.0,10.0,0.005539494566619396,25.0,0.13574250452841516,0.044444444444444446,0.06666666666666667,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-11653,train,0.14534883720930233,0,0.30102999566398136,6.0,10.0,0.09682869911193848,25.0,0.13574250452841516,0.044444444444444446,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-1437,test,0.14534883720930233,1,1.0,1.0,10.0,0.43290480971336365,25.0,0.13574250452841516,0.55,0.21052631578947367,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-4221,train,0.14534883720930233,0,0.44416637207987997,4.0,10.0,0.014695110730826855,25.0,0.13574250452841516,0.07692307692307693,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-2851,train,0.14534883720930233,0,0.2635483746814913,6.0,10.0,0.00906375702470541,25.0,0.13574250452841516,0.044444444444444446,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-6954,train,0.14534883720930233,0,0.44416637207987997,4.0,10.0,0.006876257248222828,25.0,0.13574250452841516,0.07692307692307693,0.06666666666666667,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-2022,train,0.07692307692307693,0,0.20334237554869505,7.0,10.0,0.01562164444476366,25.0,0.13474257217968985,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-12353,train,0.14534883720930233,0,0.4096910013008057,5.0,10.0,0.2245427966117859,25.0,0.13574250452841516,0.07692307692307693,0.21052631578947367,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-6000,train,0.14534883720930233,0,0.5270967493629823,4.0,10.0,0.9408708810806274,25.0,0.13574250452841516,0.07692307692307693,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-12485,train,0.07692307692307693,0,0.4096910013008057,5.0,10.0,0.010746065527200699,25.0,0.13474257217968985,0.07692307692307693,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-3317,test,0.0,0,0.722471989593555,3.0,10.0,0.052563466131687164,25.0,0.13362589786648857,0.3333333333333333,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-7852,train,0.07692307692307693,0,0.24082399653118503,7.0,10.0,0.016906557604670525,25.0,0.13474257217968985,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-5020,calibration,0.14534883720930233,1,1.0,1.0,10.0,0.34036800265312195,25.0,0.13574250452841516,0.55,0.21052631578947367,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-1769,train,0.14534883720930233,0,0.14313637641589882,8.0,10.0,8.717551827430725e-05,25.0,0.13574250452841516,0.02564102564102564,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-12015,train,0.14534883720930233,0,2.220446049250313e-16,10.0,10.0,0.004412749782204628,25.0,0.13574250452841516,0.0,0.06666666666666667,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-9051,calibration,0.07692307692307693,0,0.20334237554869516,7.0,10.0,0.07916714251041412,25.0,0.13474257217968985,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-2916,train,0.14534883720930233,0,0.5915686280099798,4.0,10.0,0.038838036358356476,25.0,0.13574250452841516,0.13333333333333333,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-8724,calibration,0.14534883720930233,0,0.12041199826559246,8.0,10.0,0.055878646671772,25.0,0.13574250452841516,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-7372,test,0.14534883720930233,0,0.4096910013008057,5.0,10.0,0.22150355577468872,25.0,0.13574250452841516,0.07692307692307693,0.21052631578947367,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-5440,calibration,0.14534883720930233,0,0.3612359947967775,5.0,10.0,0.9738967418670654,25.0,0.13574250452841516,0.044444444444444446,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-6161,test,0.14534883720930233,1,1.0,1.0,10.0,0.0027648990508168936,25.0,0.13574250452841516,0.55,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-3164,train,0.14534883720930233,0,0.24082399653118503,7.0,10.0,0.005396826658397913,25.0,0.13574250452841516,0.02564102564102564,0.06666666666666667,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-7938,train,0.14534883720930233,0,0.28627275283179754,6.0,10.0,0.026003511622548103,25.0,0.13574250452841516,0.044444444444444446,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-9893,train,0.14534883720930233,0,0.4926213785839082,4.0,10.0,0.0028405357152223587,25.0,0.13574250452841516,0.07692307692307693,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-3800,train,0.14534883720930233,0,0.24082399653118503,7.0,10.0,0.021618090569972992,25.0,0.13574250452841516,0.02564102564102564,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-9484,calibration,0.14534883720930233,0,0.651774627142776,3.0,10.0,0.14044280350208282,25.0,0.13574250452841516,0.13333333333333333,0.15384615384615385,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-4640,calibration,0.14534883720930233,0,1.0,1.0,10.0,0.01713571883738041,25.0,0.13574250452841516,0.55,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-6504,test,0.07692307692307693,0,1.0,1.0,10.0,0.16067063808441162,25.0,0.13474257217968985,0.55,0.15384615384615385,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-9176,train,0.14534883720930233,0,0.2635483746814913,6.0,10.0,0.0005312850116752088,25.0,0.13574250452841516,0.044444444444444446,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-10354,train,0.14534883720930233,0,0.12041199826559246,8.0,10.0,0.0013883771607652307,25.0,0.13574250452841516,0.02564102564102564,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-11978,train,0.07692307692307693,0,2.220446049250313e-16,10.0,10.0,0.0007881724159233272,25.0,0.13474257217968985,0.0,0.044444444444444446,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-4589,train,0.14534883720930233,0,0.4096910013008056,5.0,10.0,0.23594650626182556,25.0,0.13574250452841516,0.07692307692307693,0.21052631578947367,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-11823,train,0.14534883720930233,0,0.48164799306237005,4.0,10.0,0.007149907294660807,25.0,0.13574250452841516,0.07692307692307693,0.06666666666666667,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-1232,train,0.14534883720930233,1,1.0,1.0,10.0,0.8396401405334473,25.0,0.13574250452841516,0.55,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-4717,train,0.07692307692307693,0,0.8588182584953924,2.0,10.0,0.8589321374893188,25.0,0.13474257217968985,0.4444444444444444,0.3333333333333333,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-11401,test,0.14534883720930233,0,0.5418539921951662,3.0,10.0,0.02549656294286251,25.0,0.13574250452841516,0.07692307692307693,0.1232876712328767,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-11214,test,0.14534883720930233,0,0.2635483746814913,6.0,10.0,0.35658788681030273,25.0,0.13574250452841516,0.044444444444444446,0.21052631578947367,reasoning,7.62,B
qwen2.5-7b-instruct,C3,C3-762,train,0.14534883720930233,0,0.24082399653118503,7.0,10.0,0.0008958682301454246,25.0,0.13574250452841516,0.02564102564102564,0.044444444444444446,reasoning,7.62,B
